id,estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa,descricao
9276,TO,3511500,835188,2,3,1,JJF753,
9277,MT,4322301,264321,0,14,3,JJF753,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9278,CE,4322301,588419,0,13,1,JJF753,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9279,PE,2821601,872450,0,15,2,JJF753,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9280,RN,4321500,276396,3,5,2,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9281,ES,7112000,487827,0,13,4,XPTO123,SERVIÇOS DE ENGENHARIA
9282,MT,2821601,577022,0,20,2,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9283,SC,3511500,56167,0,4,3,FOO456,
9284,TO,3511501,647656,0,4,4,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
9285,GO,4742300,14372,1,4,3,FOO456,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
9286,MA,3321000,125601,0,7,3,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9287,RJ,4221903,792225,0,5,3,XPTO123,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9288,AL,7112000,359333,3,6,3,FOO456,SERVIÇOS DE ENGENHARIA
9289,RS,3329599,929685,0,5,2,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9290,MG,2821602,533940,0,10,3,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9291,PE,3321000,248663,0,5,4,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9292,PA,3313901,536139,0,12,2,JJF753,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9293,SE,4221902,75146,0,17,2,CABL951,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9294,RS,4221903,309418,3,19,4,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9295,RS,3511500,83677,0,5,4,XPTO123,
9296,PB,3511500,745221,4,5,3,FOO456,
9297,AM,3511501,243358,0,12,3,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
9298,MG,3511501,273576,1,20,2,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
9299,ES,4322302,66658,0,11,2,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9300,MA,4754703,721224,2,14,1,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
9301,TO,3313901,299414,0,8,4,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9302,TO,3329599,866026,3,15,4,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9303,AC,2821602,918409,0,5,4,MEL789,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9304,DF,3329599,441406,0,1,4,CABL951,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9305,RR,7112000,895554,0,9,3,CABL951,SERVIÇOS DE ENGENHARIA
9306,SC,4322303,368606,1,5,2,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9307,PR,4221902,42540,0,7,4,JJF753,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9308,CE,4322302,733611,4,16,1,JJF753,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9309,RS,3313901,732188,0,18,2,XPTO123,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9310,MT,2731700,897678,1,17,4,XPTO123,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
9311,RS,4321500,40212,3,20,1,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9312,AM,3511501,766986,0,21,3,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
9313,MT,2821602,964039,4,3,4,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9314,SC,3511500,118205,0,21,4,JJF753,
9315,MT,4322303,485042,0,18,1,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9316,TO,4669901,687533,3,20,4,MEL789,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
9317,SC,4321500,987294,0,17,4,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9318,MS,4673700,620137,0,18,4,CABL951,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
9319,RO,4321500,443172,1,4,2,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9320,MA,2821601,412074,0,4,3,JJF753,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9321,GO,4669901,912619,1,7,4,MEL789,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
9322,MA,2821602,904610,0,3,4,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9323,BA,4322301,984661,4,15,2,JJF753,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9324,SP,4673700,362687,4,8,1,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
9325,PE,2731700,237641,0,9,3,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
9326,RR,3321000,457847,0,13,3,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9327,AP,3321000,160745,1,9,2,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9328,MA,4322303,353047,1,3,1,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9329,AC,3313901,248010,0,8,2,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9330,PI,3511501,636036,4,7,3,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
9331,PE,7112000,125127,2,1,2,CABL951,SERVIÇOS DE ENGENHARIA
9332,PA,3511502,468574,1,10,3,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9333,GO,2821601,452217,0,14,3,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9334,AC,2821602,784550,0,13,2,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9335,MS,4221902,789711,0,21,3,CABL951,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9336,PA,4322302,934200,0,12,3,XPTO123,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9337,SC,2821601,596813,0,9,2,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9338,PI,3329599,14865,0,8,3,XPTO123,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9339,MG,3511501,245272,3,12,4,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
9340,AL,4321500,988673,3,2,3,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9341,SE,3329599,939929,2,16,4,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9342,RR,4322303,626589,4,3,3,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9343,GO,3321000,633942,4,15,2,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9344,AM,4322301,495753,4,2,1,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9345,RR,3511502,840596,0,18,4,FOO456,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9346,AC,2731700,930559,0,5,4,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
9347,AP,3313901,128313,4,13,3,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9348,PA,4321500,991933,1,9,4,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9349,SP,4669999,704718,4,14,1,JJF753,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
9350,AC,4742300,501151,0,8,4,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
9351,RS,4322302,790521,1,10,3,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9352,RJ,3511500,926485,1,8,1,JJF753,
9353,CE,2821602,895814,0,21,4,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9354,RO,3321000,72031,0,2,4,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9355,ES,4221902,697204,4,13,2,JJF753,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9356,ES,4322301,186220,0,5,2,FOO456,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9357,GO,4221903,797115,0,18,4,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9358,PI,4321500,829814,0,5,2,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9359,CE,3511500,804241,0,5,1,MEL789,
9360,MG,2731700,838298,2,14,1,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
9361,AC,3511502,882605,1,10,3,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9362,SP,4321500,96429,3,5,3,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9363,PI,4321500,902683,0,9,3,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9364,RO,3511501,223058,0,16,4,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
9365,AL,3329599,942297,2,12,4,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9366,AL,3511500,350600,0,17,1,JJF753,
9367,SP,3511500,504885,1,21,1,MEL789,
9368,PR,3511501,260433,0,13,3,CABL951,GERAÇÃO DE ENERGIA ELÉTRICA
9369,GO,4669901,84677,0,11,3,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
9370,CE,3511501,861706,4,15,1,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
9371,PE,2731700,94948,0,3,4,MEL789,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
9372,TO,4322303,335705,0,1,4,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9373,RR,3313901,57842,0,19,3,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9374,CE,4322301,934201,2,7,3,MEL789,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9375,RJ,3313901,437442,0,10,1,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9376,PR,3329599,634106,3,3,4,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9377,AM,2821601,67695,0,9,1,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9378,CE,7112000,808242,0,19,4,MEL789,SERVIÇOS DE ENGENHARIA
9379,ES,4221902,238848,0,5,4,CABL951,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9380,AM,2731700,827012,4,6,4,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
9381,RR,3511501,683582,0,21,1,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
9382,GO,3511500,976543,0,1,3,XPTO123,
9383,MA,3511501,646325,0,4,3,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
9384,RJ,4221903,901533,0,20,2,CABL951,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9385,SE,4322301,358927,0,16,4,JJF753,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9386,MG,4322301,297178,2,18,2,JJF753,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9387,SC,3511501,941313,3,18,3,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
9388,TO,3511501,140808,0,21,2,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
9389,BA,3329599,480927,0,11,2,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9390,PA,4322302,25275,0,18,1,MEL789,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9391,SP,3321000,863643,0,10,1,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9392,MS,4742300,248786,0,6,3,CABL951,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
9393,PA,4673700,452543,0,11,4,XPTO123,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
9394,PI,4321500,605461,0,17,3,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9395,RR,4221903,105340,4,9,4,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9396,RS,4322302,721464,1,21,1,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9397,AC,4322302,882504,0,7,4,XPTO123,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9398,PA,2821602,83330,4,9,1,MEL789,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9399,RJ,3511500,651609,0,21,1,MEL789,
9400,CE,3313901,544440,1,12,2,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9401,ES,2821601,208036,0,18,1,CABL951,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9402,PE,4669901,362193,3,5,3,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
9403,DF,4742300,474005,0,2,4,XPTO123,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
9404,CE,3321000,93680,3,21,4,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9405,DF,2731700,819997,3,6,1,XPTO123,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
9406,PR,3511501,717140,1,7,2,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
9407,RO,3511501,17729,0,1,3,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
9408,DF,3511502,837171,1,12,3,MEL789,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9409,RN,4754703,479887,0,7,2,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
9410,PB,4321500,859811,0,20,4,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9411,SC,4742300,855961,3,9,2,MEL789,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
9412,RR,4742300,256441,0,21,3,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
9413,PB,4321500,398942,0,19,3,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9414,PR,4221903,546362,0,12,2,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9415,PR,4673700,208104,0,4,2,JJF753,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
9416,SP,4669999,600235,2,11,4,FOO456,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
9417,AP,3313901,654715,0,15,2,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9418,SE,3511502,298321,0,13,1,FOO456,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9419,PI,2821602,947504,0,5,2,XPTO123,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9420,PE,4669901,803928,0,16,4,MEL789,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
9421,MA,2821601,302551,2,20,4,FOO456,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9422,PB,3329599,352449,2,19,2,XPTO123,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9423,AL,3511501,722910,0,2,3,CABL951,GERAÇÃO DE ENERGIA ELÉTRICA
9424,AL,4669901,629647,0,8,3,JJF753,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
9425,AL,2821602,250801,0,3,4,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
9426,BA,4669999,50190,0,18,1,CABL951,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
9427,AL,3321000,511785,2,4,3,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9428,BA,3511502,638181,0,20,4,XPTO123,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9429,AM,4221902,136187,1,7,3,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9430,MG,4321500,970716,0,16,3,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9431,PR,4221903,846424,0,5,4,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9432,ES,3511500,53132,0,12,3,JJF753,
9433,AM,3511501,569945,3,4,3,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
9434,MA,4669901,478632,0,6,1,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
9435,TO,3511501,337504,0,14,2,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
9436,RJ,4669999,513979,0,4,4,MEL789,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
9437,RN,4322301,268285,0,6,1,JJF753,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
9438,RS,2821601,666289,0,3,3,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9439,RN,3511502,853675,2,1,3,MEL789,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9440,RO,3511500,299821,1,8,3,XPTO123,
9441,DF,3511502,362691,0,7,4,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9442,PA,3313901,672862,0,2,3,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9443,GO,4742300,91704,0,7,2,MEL789,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
9444,CE,3511501,645763,2,5,4,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
9445,PA,4321500,148089,1,17,4,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9446,PI,3511500,762915,1,13,3,JJF753,
9447,SC,4322303,651513,0,20,2,XPTO123,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9448,SC,3313901,451426,3,4,3,XPTO123,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
9449,RJ,4322302,484940,4,2,4,XPTO123,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9450,PA,4754703,740127,0,13,3,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
9451,AL,4322302,417365,0,5,2,MEL789,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9452,DF,2821601,970496,0,15,2,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
9453,RN,3321000,275956,2,17,4,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9454,BA,3321000,871239,0,17,1,CABL951,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
9455,MT,4321500,172643,1,19,4,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9456,AP,4322303,907348,0,20,2,CABL951,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9457,PA,3511500,635734,0,10,1,FOO456,
9458,MT,7112000,112517,3,7,2,MEL789,SERVIÇOS DE ENGENHARIA
9459,SP,3329599,812596,2,13,1,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9460,SC,7112000,299150,3,19,3,FOO456,SERVIÇOS DE ENGENHARIA
9461,RJ,4221902,750289,0,9,3,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9462,DF,7112000,988122,3,11,4,CABL951,SERVIÇOS DE ENGENHARIA
9463,PB,4321500,309033,1,1,1,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
9464,SP,4221902,719809,0,10,4,FOO456,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
9465,MA,4322303,446437,0,8,3,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
9466,RR,3329599,144305,0,12,2,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
9467,PR,3511501,759318,0,6,4,MEL789,GERAÇÃO DE ENERGIA ELÉTRICA
9468,AM,4322302,470102,0,7,4,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
9469,CE,3511500,621709,0,17,2,CABL951,
9470,SP,3511502,744269,0,21,2,JJF753,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
9471,PB,4669999,770352,0,9,1,MEL789,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
9472,MS,4742300,674985,0,11,3,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
