id;estado_empresa;cnae_empresa;capital_empresa;processos_judiciais_empresa;idade_empresa;socios_empresa;fornecedor_empresa
9937;AM;3321000;651951;0;10;3;JJF753
9938;PR;3329599;690116;4;2;4;XPTO123
9939;BA;4742300;657526;4;16;3;MEL789
9940;AM;4221902;934289;0;20;4;FOO456
9941;PI;3511501;49190;1;18;2;JJF753
9942;DF;4321500;436653;3;4;3;JJF753
9943;PB;4322301;466525;0;2;1;MEL789
9944;SP;2731700;875610;0;11;1;XPTO123
9945;RN;2821601;404248;4;6;2;JJF753
9946;MA;4321500;538475;0;11;4;FOO456
9947;MA;4673700;895057;0;2;1;XPTO123
9948;RS;4669999;48110;0;9;3;JJF753
9949;GO;4754703;100328;1;18;3;CABL951
9950;DF;4321500;647009;0;1;4;MEL789
9951;ES;2821602;121301;0;9;2;CABL951
9952;AM;4669901;879389;0;13;4;MEL789
9953;RR;2821601;325973;3;11;2;CABL951
9954;RO;3511500;730079;0;7;1;XPTO123
9955;DF;7112000;869333;0;14;1;JJF753
9956;AC;4669999;673168;3;21;1;CABL951
9957;MA;3321000;249500;0;18;3;MEL789
9958;AL;3511500;497137;0;6;2;FOO456
9959;TO;4221903;913067;4;11;2;MEL789
9960;SC;4322303;244954;0;1;4;FOO456
9961;MG;7112000;870849;3;14;2;JJF753
9962;AP;2731700;411641;0;13;3;CABL951
9963;BA;2821601;503431;0;12;2;CABL951
9964;AC;4221902;432454;0;17;1;JJF753
9965;SE;2821601;760062;0;18;3;XPTO123
9966;RJ;4754703;264720;0;21;3;MEL789
9967;RO;4321500;988269;3;7;3;XPTO123
9968;MT;3511500;319226;0;6;1;CABL951
9969;ES;3329599;173303;4;2;3;CABL951
9970;PR;3511501;689781;0;15;3;JJF753
9971;SE;4221902;773602;0;8;4;FOO456
9972;PE;4742300;250489;0;10;4;XPTO123
9973;RJ;4754703;230159;0;1;2;FOO456
9974;MS;4321500;384230;0;10;4;XPTO123
9975;DF;3511502;424467;0;2;3;FOO456
9976;PA;4321500;920340;0;2;1;CABL951
9977;PB;4669901;993392;0;7;2;XPTO123
9978;TO;4669999;338823;2;6;2;JJF753
9979;PR;2821601;940705;0;4;4;JJF753
9980;RR;3511501;488025;0;1;4;FOO456
9981;AL;4322301;425446;0;12;2;CABL951
9982;AL;3313901;409509;1;1;3;CABL951
9983;PR;3321000;801921;0;13;1;MEL789
9984;MS;3511502;128230;0;14;1;JJF753
9985;AL;4221903;581160;0;20;2;JJF753
9986;DF;3511500;910005;0;7;4;XPTO123
9987;AC;3313901;471547;0;11;1;FOO456
9988;TO;2821602;50677;0;11;1;MEL789
9989;PB;3511501;27093;0;20;1;CABL951
9990;PB;4321500;535704;0;8;2;FOO456
9991;SC;2821601;688441;0;21;3;JJF753
9992;AP;2821601;296516;0;5;1;XPTO123
9993;MG;2821601;480951;3;11;4;MEL789
9994;PI;2821601;439981;0;3;1;FOO456
9995;MS;4322301;760550;3;20;4;XPTO123
9996;AL;4322302;989838;0;7;4;FOO456
9997;TO;4322302;811204;0;9;2;MEL789
9998;ES;4322303;303377;0;15;1;CABL951
9999;PI;4669901;250996;0;8;2;JJF753
10000;DF;3313901;908920;0;6;2;CABL951
10001;ES;4669901;700073;0;10;2;FOO456
10002;SC;3321000;638560;0;15;3;CABL951
10003;PB;2731700;269885;0;19;3;JJF753
10004;TO;7112000;904566;0;10;2;MEL789
10005;SE;2821602;767275;0;3;2;XPTO123
10006;BA;4742300;446817;4;14;4;CABL951
10007;SP;4322301;841158;4;1;2;FOO456
10008;TO;4322301;136210;0;16;3;CABL951
10009;GO;4221902;656116;0;12;1;FOO456
10010;PI;4754703;63024;3;21;3;MEL789
10011;AL;2821601;964300;0;5;3;XPTO123
10012;DF;2821601;49433;0;21;2;MEL789
10013;PR;4322301;646598;0;12;1;FOO456
10014;RJ;4321500;182290;0;7;1;FOO456
10015;AP;4221902;586251;0;9;2;CABL951
10016;BA;4322301;695990;1;2;1;XPTO123
10017;GO;4669901;241337;4;13;1;FOO456
10018;MA;2731700;79772;1;2;3;JJF753
10019;PI;3511501;500500;0;3;2;JJF753
10020;PE;4221902;757640;0;3;2;CABL951
10021;PR;3511501;28709;3;6;2;XPTO123
10022;SP;3511501;767348;0;11;3;JJF753
10023;AP;4322303;630350;0;9;3;MEL789
10024;SP;3511501;124972;0;14;2;MEL789
10025;CE;4321500;256480;1;6;4;FOO456
10026;MS;4321500;230104;0;14;4;FOO456
10027;DF;4221902;201540;3;21;1;MEL789
10028;TO;3329599;136944;0;21;4;XPTO123
10029;RS;3321000;445106;2;7;3;JJF753
10030;AC;4754703;666550;0;8;1;XPTO123
10031;AC;4221903;922669;0;6;3;MEL789
10032;PB;4742300;43896;4;3;2;CABL951
10033;MG;4669901;919894;0;7;1;JJF753
10034;SE;3511501;251607;0;8;3;XPTO123
10035;MG;3321000;647401;0;6;2;MEL789
10036;AC;2821602;474434;2;21;3;XPTO123
10037;DF;4322303;18668;3;12;4;CABL951
10038;MG;4322302;717079;0;17;1;MEL789
10039;BA;4321500;744989;0;1;4;XPTO123
10040;RN;4321500;573211;0;10;2;CABL951
10041;PE;4321500;466301;0;7;4;XPTO123
10042;ES;2731700;204807;0;5;4;CABL951
10043;PB;4321500;937224;3;4;1;FOO456
10044;MG;3329599;971865;2;4;3;CABL951
10045;CE;4673700;387149;4;6;4;FOO456
10046;SE;4221903;654579;0;12;2;XPTO123
10047;AC;3511501;149492;0;3;2;CABL951
10048;DF;4673700;620413;3;15;3;CABL951
10049;PI;4669901;775021;0;18;1;FOO456
10050;RJ;4669901;970804;2;20;1;XPTO123
10051;AM;3329599;696349;0;19;2;JJF753
10052;BA;3511501;419137;0;3;1;XPTO123
10053;SC;4322302;542842;4;21;4;JJF753
10054;AP;4673700;127949;0;12;1;JJF753
10055;PA;7112000;552318;4;7;2;MEL789
10056;AP;4742300;523305;0;12;3;XPTO123
10057;RN;4754703;589181;0;8;4;JJF753
10058;PA;2821601;499144;0;14;2;FOO456
10059;BA;3313901;838797;0;1;4;MEL789
10060;CE;4221903;454865;0;16;1;JJF753
10061;RO;4669901;384243;1;2;2;FOO456
10062;RO;3511502;398079;0;1;1;CABL951
10063;AP;4673700;943179;0;9;2;XPTO123
10064;RS;2731700;93875;2;19;3;XPTO123
10065;MA;3321000;90512;0;6;1;JJF753
10066;CE;2731700;802759;0;18;2;FOO456
10067;SP;3313901;180193;2;20;2;XPTO123
10068;MA;3511500;578914;0;19;3;FOO456
10069;MG;3511501;503322;2;12;2;JJF753
10070;MS;3511501;50583;0;1;2;XPTO123
10071;ES;4321500;360981;1;1;2;FOO456
10072;PA;2731700;115301;3;13;3;FOO456
10073;ES;2821601;684950;3;21;3;MEL789
10074;AP;4322301;408066;0;3;2;MEL789
10075;PI;4322303;278614;0;16;1;JJF753
10076;SP;4742300;851445;0;19;4;XPTO123
10077;SP;2821601;902836;0;2;1;XPTO123
10078;RO;3511500;655866;0;8;3;JJF753
10079;SC;3329599;756996;0;20;4;XPTO123
10080;PR;4322303;508409;2;17;1;XPTO123
10081;SP;3511501;77617;0;20;2;CABL951
10082;PB;4221903;772819;0;20;2;CABL951
10083;GO;4221902;518783;0;19;3;MEL789
10084;RR;3511502;73409;1;6;1;JJF753
10085;AC;7112000;749086;4;10;4;MEL789
10086;SP;2731700;335314;0;17;2;JJF753
10087;AM;4669901;45204;4;17;3;XPTO123
10088;CE;4322303;590770;0;13;2;MEL789
10089;SC;4321500;717729;0;16;1;JJF753
10090;RO;3511501;824400;3;8;4;JJF753
10091;PE;4321500;675147;0;13;1;MEL789
10092;RO;3313901;148652;2;3;3;JJF753
10093;DF;4221903;981952;0;19;3;MEL789
10094;BA;2731700;36741;1;19;4;XPTO123
10095;MG;3321000;614434;0;12;2;CABL951
10096;AM;4322302;469607;2;14;2;XPTO123
10097;AM;3511501;399441;3;21;4;MEL789
10098;RO;2731700;12716;0;5;1;XPTO123
10099;MA;3511501;366205;0;4;2;XPTO123
10100;MS;3511501;165025;4;18;1;CABL951
10101;MG;7112000;68902;0;5;4;MEL789
10102;SC;4221902;214068;1;1;3;CABL951
10103;RO;3511500;81303;0;1;3;XPTO123
10104;GO;3321000;523179;1;6;3;MEL789
10105;PA;3511501;293689;0;8;4;MEL789
10106;RO;7112000;612499;2;2;1;FOO456
10107;GO;4322302;537560;1;6;3;CABL951
10108;PR;3329599;409088;0;16;1;CABL951
10109;CE;4321500;250861;0;18;2;MEL789
10110;MA;4321500;97601;4;5;4;CABL951
10111;MT;4742300;895393;0;17;1;MEL789
10112;ES;3511501;723032;0;3;4;MEL789
10113;DF;3511502;892490;0;19;1;XPTO123
10114;MG;4221902;79570;1;21;3;CABL951
10115;AM;4669999;251975;1;11;3;FOO456
10116;MA;4321500;220683;0;16;4;XPTO123
10117;AL;3329599;377523;0;18;2;MEL789
10118;PR;4221902;280803;2;4;3;MEL789
10119;MG;4322301;527224;0;15;1;FOO456
10120;RJ;7112000;727912;2;16;2;FOO456
10121;AC;4754703;561068;1;9;3;XPTO123
10122;SE;2731700;505333;0;7;3;XPTO123
10123;RO;4322301;299224;0;17;3;JJF753
10124;RN;4669901;137262;4;12;1;JJF753
10125;MS;4669901;438747;3;7;2;MEL789
10126;MG;3321000;960430;0;19;1;XPTO123
10127;MT;2821602;47834;0;21;2;JJF753
10128;AM;7112000;457678;4;14;3;FOO456
10129;PA;2821602;727945;0;18;2;JJF753
10130;BA;4754703;546311;0;2;3;CABL951
10131;MA;4221903;113975;4;21;4;XPTO123
10132;RS;7112000;934678;4;9;1;FOO456
10133;GO;4221902;542970;0;1;4;FOO456
10134;RS;4221902;80488;0;17;1;FOO456
10135;PR;3511501;251108;0;11;1;XPTO123
10136;ES;3511500;776907;4;15;2;CABL951
10137;RR;3511500;755353;0;12;3;FOO456
10138;MT;3313901;363092;0;17;4;JJF753
10139;PI;4754703;709845;1;14;1;MEL789
10140;RO;3511501;204503;0;20;3;XPTO123
10141;CE;4322303;578611;0;9;3;FOO456
10142;AC;4322302;318550;2;9;4;MEL789
10143;SC;2731700;108348;0;21;2;CABL951
10144;TO;4322301;61591;3;11;4;FOO456
10145;MS;4673700;749257;4;21;2;JJF753
10146;MG;4221903;478991;4;9;3;FOO456
10147;DF;4322301;388086;3;17;1;CABL951
10148;MA;3511501;577120;0;9;4;CABL951
10149;GO;4754703;837132;3;18;1;JJF753
10150;PR;2821601;608786;0;19;3;CABL951
10151;AC;4322303;524602;2;10;1;CABL951
10152;PI;4322303;483582;0;8;2;XPTO123
10153;MT;4669999;101096;0;13;2;MEL789
10154;AC;4322303;794829;0;8;4;FOO456
10155;BA;7112000;183363;1;13;4;CABL951
10156;AL;4669901;183992;0;7;1;FOO456
10157;MG;4754703;647008;2;12;3;JJF753
10158;MS;4742300;435331;3;20;3;FOO456
10159;AP;3511502;329064;1;1;2;FOO456
10160;SC;2731700;277453;4;19;3;MEL789
10161;SE;7112000;551543;0;16;2;CABL951
10162;ES;3329599;88805;1;18;1;JJF753
10163;AP;2821601;578713;0;6;2;FOO456
10164;PB;4673700;212054;0;3;4;CABL951
10165;SE;4322303;622637;0;20;3;MEL789
10166;PE;3511500;33879;4;12;3;JJF753
10167;PE;4669999;257229;0;14;1;CABL951
10168;BA;4669901;606731;0;21;2;CABL951
10169;MG;4322302;218073;4;2;2;CABL951
10170;DF;2731700;455201;0;2;2;MEL789
10171;MG;2821601;441052;0;4;3;FOO456
10172;MS;4221903;615770;0;16;4;JJF753
10173;MA;2731700;734204;0;16;1;MEL789
10174;RJ;4742300;865229;0;12;2;MEL789
10175;BA;3511501;987407;4;15;1;JJF753
10176;RN;3511502;507922;0;3;1;CABL951
10177;MT;4742300;415416;2;13;2;JJF753
10178;RJ;2821602;955645;0;17;4;JJF753
10179;ES;4669999;406736;0;8;4;JJF753
10180;SC;7112000;393996;0;16;1;FOO456
10181;CE;4322301;441084;2;10;3;MEL789
10182;AM;4221903;509596;4;14;1;FOO456
10183;PB;4321500;145998;3;11;2;FOO456
10184;MG;4669999;189706;2;6;2;CABL951
10185;RJ;2821602;838727;4;15;1;XPTO123
10186;MG;2821601;817751;2;20;3;MEL789
10187;AL;4321500;938280;4;13;4;FOO456
10188;GO;3511500;923799;0;21;2;FOO456
10189;MT;4322301;317389;0;5;2;FOO456
10190;BA;4669999;629930;0;8;4;FOO456
10191;AP;4322302;374086;0;6;2;CABL951
10192;ES;4321500;952092;0;12;4;XPTO123
10193;MS;7112000;932718;0;7;4;FOO456
10194;SE;3511502;74642;0;19;3;CABL951
10195;AP;3511501;543572;4;6;1;FOO456
10196;PI;4322303;556486;2;8;2;MEL789
10197;RN;4754703;33182;0;9;2;JJF753
10198;AP;3313901;388462;0;13;1;CABL951
10199;RO;3511500;834269;3;18;4;CABL951
10200;CE;4221903;510616;0;9;1;XPTO123
10201;AM;4322301;65129;0;2;4;XPTO123
10202;RS;2731700;252062;0;9;1;XPTO123
10203;PI;2731700;326211;1;3;1;XPTO123
10204;RS;2821602;574155;2;7;4;FOO456
10205;AL;4321500;744613;0;7;4;FOO456
10206;AC;2821602;87185;0;5;4;XPTO123
10207;RN;4754703;51579;0;1;3;CABL951
10208;MG;3511502;688158;0;18;2;XPTO123
10209;MA;3511502;355690;0;13;4;MEL789
10210;RO;4322302;239851;4;3;1;MEL789
10211;SC;4673700;667574;0;11;1;CABL951
10212;CE;4322301;388205;0;17;1;FOO456
10213;PI;4221903;742851;0;21;2;XPTO123
10214;RO;3329599;717551;0;14;3;JJF753
10215;DF;4669901;139876;0;7;4;CABL951
10216;DF;4321500;214823;0;2;2;FOO456
10217;MS;4322301;198334;4;12;3;XPTO123
10218;AL;4221902;13333;3;20;1;MEL789
10219;MG;4322302;631150;1;17;2;MEL789
10220;MS;3511500;542256;0;11;1;FOO456
10221;MG;2731700;286914;0;7;3;JJF753
10222;DF;2821601;948791;0;21;3;FOO456
10223;SC;3313901;146499;1;14;2;FOO456
10224;AP;3511501;852358;0;9;2;JJF753
10225;AC;4322302;831851;0;17;3;MEL789
10226;RO;4673700;381356;2;18;3;JJF753
10227;SC;3511502;630186;0;3;4;MEL789
10228;ES;2821602;597371;1;3;3;JJF753
10229;PB;4322303;730663;3;3;2;CABL951
10230;RO;4669999;183632;0;15;1;JJF753
10231;BA;4673700;301322;0;4;1;JJF753
10232;RR;3511501;727772;2;21;4;FOO456
10233;PE;3511500;856396;2;2;2;FOO456
10234;MT;4754703;426503;0;11;3;CABL951
10235;PA;4321500;325318;2;8;3;CABL951
10236;RJ;3511502;598171;3;8;4;CABL951
10237;SC;4322301;312343;1;17;1;XPTO123
10238;RR;3329599;418981;3;19;4;CABL951
10239;RN;4221903;518621;1;14;3;XPTO123
10240;AP;2821602;64685;2;21;2;XPTO123
10241;CE;4321500;597703;4;15;4;FOO456
10242;SC;4673700;60570;0;13;4;JJF753
10243;RJ;2821601;523769;4;12;2;JJF753
10244;RJ;2821601;875931;0;14;4;XPTO123
10245;TO;4322302;540509;0;2;4;XPTO123
10246;SC;3329599;687905;0;14;3;XPTO123
10247;BA;3511500;22956;0;3;1;CABL951
10248;MA;4673700;773530;2;10;1;MEL789
10249;DF;4221902;984917;2;1;4;JJF753
10250;ES;4322302;553022;4;11;4;MEL789
10251;AC;3511501;195340;3;4;4;JJF753
10252;CE;7112000;547109;0;9;3;JJF753
10253;RJ;4669901;494855;3;3;2;XPTO123
10254;SC;7112000;918975;0;9;4;FOO456
10255;PE;4754703;99198;0;19;3;XPTO123
10256;SC;4221902;275970;1;18;4;MEL789
10257;CE;4322302;483748;1;19;1;JJF753
10258;CE;4322302;704484;0;9;4;CABL951
10259;RN;4669901;949127;2;6;4;FOO456
10260;PE;4669999;839845;0;8;2;XPTO123
10261;PI;4673700;540014;0;4;2;CABL951
10262;RO;2821602;614669;0;1;4;CABL951
10263;MS;4673700;390438;0;3;1;JJF753
10264;SE;2821601;123846;0;17;4;XPTO123
10265;MS;2731700;55607;0;16;3;CABL951
10266;BA;4322303;901677;0;6;4;CABL951
10267;SC;3313901;42864;1;4;4;CABL951
10268;MA;3329599;968350;4;2;4;CABL951
10269;DF;4221903;184177;0;17;2;XPTO123
10270;MS;4754703;810824;1;19;2;JJF753
10271;PA;4669901;758887;3;13;1;XPTO123
10272;CE;4669901;534684;0;19;4;JJF753
10273;MG;4754703;883680;0;19;3;MEL789
10274;MT;3511501;236061;0;9;4;MEL789
10275;PB;4322303;553986;2;5;2;CABL951
10276;PI;2821601;85547;0;7;3;JJF753
10277;RN;3329599;726610;0;6;3;JJF753
10278;SP;2731700;244733;0;16;4;FOO456
10279;AP;3313901;654806;0;1;1;JJF753
10280;RN;2821601;930122;0;17;3;FOO456
10281;AL;4673700;678395;0;18;1;MEL789
10282;SP;4742300;802510;0;8;3;MEL789
10283;MS;3511501;816833;0;18;2;XPTO123
10284;AC;7112000;371946;0;6;3;MEL789
10285;BA;4322301;943691;0;8;4;JJF753
10286;GO;4322302;137530;0;18;2;JJF753
10287;RJ;4669901;24352;0;11;1;XPTO123
10288;MG;4322302;49685;0;13;2;CABL951
10289;TO;3511501;450016;0;8;3;CABL951
10290;MS;4321500;385321;0;3;1;XPTO123
10291;CE;4673700;776876;1;21;4;MEL789
10292;AM;4673700;634715;0;4;1;FOO456
10293;AP;4322303;951134;0;8;4;CABL951
10294;BA;4669999;875616;1;6;4;MEL789
10295;TO;4221903;234111;0;4;4;FOO456
10296;MG;2821602;903698;2;10;3;MEL789
10297;SE;3321000;937672;3;16;1;XPTO123
10298;CE;3511502;611324;3;6;4;MEL789
10299;ES;4221903;806375;0;8;1;JJF753
10300;AC;3313901;402927;0;16;1;XPTO123
10301;PA;4322302;333598;0;18;3;XPTO123
10302;RO;4322303;16045;1;20;2;XPTO123
10303;PA;4673700;109304;4;5;2;FOO456
10304;RO;4742300;848738;0;10;1;MEL789
10305;PI;3511501;313333;4;11;1;MEL789
10306;SP;3329599;348051;2;17;1;JJF753
10307;CE;2731700;220754;0;21;4;MEL789
10308;ES;4669999;16363;4;14;2;XPTO123
10309;RR;4742300;147982;2;16;4;CABL951
10310;MS;3511500;457874;4;4;1;JJF753
10311;MA;3511501;906452;0;12;3;CABL951
10312;SC;4321500;826630;2;6;1;MEL789
10313;GO;4321500;353036;0;9;2;CABL951
10314;PR;3321000;130663;0;13;3;JJF753
10315;MS;3511501;283310;0;15;1;FOO456
10316;ES;3511500;474814;0;6;4;MEL789
10317;AM;4221902;637026;4;2;3;FOO456
10318;ES;3511502;325955;0;3;4;CABL951
10319;RN;4322301;179280;4;9;3;MEL789
10320;PE;4669999;72765;0;2;2;MEL789
10321;RN;7112000;246674;3;14;3;CABL951
10322;DF;4221902;483538;0;8;1;JJF753
10323;MT;4322301;127978;0;2;2;FOO456
10324;MA;4322303;935964;2;2;4;JJF753
10325;RO;4322301;877366;0;5;4;FOO456
10326;AM;2731700;752362;0;21;3;XPTO123
10327;AL;4742300;852787;0;15;4;XPTO123
10328;RR;4322301;581816;2;4;4;JJF753
10329;RR;3313901;658142;3;19;3;FOO456
10330;RS;3329599;808989;0;21;2;CABL951
10331;RR;4673700;554877;0;20;1;FOO456
10332;DF;2821602;676159;0;12;2;XPTO123
10333;PR;4221902;251089;3;4;2;MEL789
10334;AC;3511502;904924;4;6;3;CABL951
10335;MT;4673700;775095;4;1;1;JJF753
10336;RR;4754703;649832;4;21;3;JJF753
10337;RS;4754703;710230;0;16;3;MEL789
10338;AL;3511502;329861;0;18;1;MEL789
10339;SE;2821601;489482;0;4;2;CABL951
10340;RR;4673700;287011;4;6;2;XPTO123
10341;TO;4322302;161041;3;9;4;FOO456
10342;RR;3313901;384263;0;20;4;FOO456
10343;CE;4673700;676163;0;14;1;FOO456
10344;TO;4321500;987065;0;14;2;JJF753
10345;BA;4321500;683058;0;17;2;FOO456
10346;RR;4669999;120726;1;16;4;FOO456
10347;PR;3321000;404548;0;7;3;MEL789
10348;ES;2821602;207015;0;4;2;CABL951
10349;MT;4321500;956308;4;17;2;FOO456
10350;DF;4321500;111194;3;9;4;FOO456
10351;MT;2821602;221744;4;21;3;XPTO123
10352;MA;4669901;487874;0;8;2;MEL789
10353;GO;2821602;583600;0;9;4;XPTO123
10354;SP;4321500;108058;0;21;3;FOO456
10355;PE;4669901;43740;4;8;3;FOO456
10356;MT;4669999;305838;3;17;3;MEL789
10357;PI;4754703;690333;0;14;3;FOO456
10358;PI;3313901;172529;0;4;2;FOO456
10359;PI;3511500;183648;0;3;3;FOO456
10360;SP;4322301;162759;0;7;3;JJF753
10361;SC;4322303;675692;0;10;1;MEL789
10362;PB;3511501;873351;2;16;4;MEL789
10363;PE;4322303;545204;0;8;2;JJF753
10364;MS;4322303;401923;3;7;3;CABL951
10365;MT;2821601;606269;4;6;2;XPTO123
10366;PE;3511501;848830;2;7;2;FOO456
10367;GO;4669901;925522;0;4;4;XPTO123
10368;CE;3313901;799543;1;2;3;FOO456
10369;MA;3511502;841922;2;10;2;MEL789
10370;RO;3329599;523144;0;12;3;FOO456
10371;RO;3511500;907699;3;1;2;JJF753
10372;CE;4322301;93795;0;18;2;JJF753
10373;TO;3321000;260659;0;19;3;CABL951
10374;AC;2821601;974836;4;15;2;CABL951
10375;CE;3313901;30148;4;6;4;CABL951
10376;GO;4669999;821070;4;20;1;JJF753
10377;RJ;4673700;262446;4;1;2;FOO456
10378;TO;2821601;586468;0;15;3;JJF753
10379;PB;4754703;173822;2;5;1;XPTO123
10380;GO;2821602;262953;2;20;1;FOO456
10381;GO;4321500;927098;1;7;3;JJF753
10382;GO;4322302;991076;0;20;2;CABL951
10383;MA;3511500;231808;4;7;1;FOO456
10384;RN;3313901;754958;0;15;1;MEL789
10385;RO;4669999;906026;1;14;3;FOO456
10386;AC;4221903;510969;2;14;3;MEL789
10387;RJ;4669901;253215;0;8;1;JJF753
10388;SP;3511502;567627;0;1;4;FOO456
10389;RR;4673700;241880;0;8;4;CABL951
10390;PA;3313901;770314;0;12;2;JJF753
10391;MG;4754703;741983;0;3;1;XPTO123
10392;BA;3511500;404843;2;15;4;MEL789
10393;AL;4742300;28615;0;9;3;CABL951
10394;AP;3321000;870126;2;19;1;XPTO123
10395;AP;3511501;202168;0;13;4;FOO456
10396;SE;7112000;674214;0;9;2;JJF753
10397;SC;4221902;870581;0;14;3;CABL951
10398;SP;2821601;509671;1;20;3;JJF753
10399;SC;4742300;937277;4;20;2;MEL789
10400;PA;4322303;894042;3;8;2;MEL789
10401;PE;4322303;125562;0;18;1;XPTO123
10402;SP;3511501;659351;3;10;2;MEL789
10403;SE;4669901;197796;0;11;4;JJF753
10404;AC;4669999;25389;2;3;3;XPTO123
10405;SE;4669999;48103;0;13;1;XPTO123
10406;CE;3329599;323494;2;19;1;XPTO123
10407;BA;4322302;364776;0;18;4;JJF753
10408;MT;4754703;171294;0;7;4;FOO456
10409;PB;4321500;812796;2;6;1;CABL951
10410;AC;4322301;136386;0;15;3;MEL789
10411;ES;3511500;780107;0;21;4;XPTO123
10412;SE;7112000;440785;1;5;2;FOO456
10413;MG;2821601;753072;0;20;2;JJF753
10414;ES;4321500;105091;0;5;3;JJF753
10415;MT;3321000;170342;0;20;1;CABL951
10416;BA;4322302;954290;4;8;2;MEL789
10417;AL;3511501;151636;2;19;3;FOO456
10418;CE;4322301;790087;0;18;4;XPTO123
10419;RN;7112000;255226;0;5;1;CABL951
10420;AP;4221903;971210;3;20;2;XPTO123
10421;PE;2821601;472758;0;20;2;CABL951
10422;RS;4742300;14524;0;6;1;FOO456
10423;PI;4669901;972777;0;9;1;CABL951
10424;BA;4321500;713460;0;1;4;JJF753
10425;PR;4321500;197762;2;14;1;XPTO123
10426;RO;4742300;808280;0;15;2;MEL789
10427;TO;3511501;204885;0;1;3;XPTO123
10428;PR;4221903;985082;2;19;3;CABL951
10429;AL;3329599;202604;3;9;1;JJF753
10430;TO;3329599;933385;0;17;2;MEL789
10431;RS;3313901;564524;3;7;1;XPTO123
10432;PB;4669901;324365;0;18;1;MEL789
10433;AP;3511501;84637;0;15;2;XPTO123
10434;RO;3329599;581684;1;6;1;FOO456
10435;AM;3511501;444750;0;16;4;FOO456
10436;BA;4321500;508336;0;14;1;FOO456
10437;PR;4321500;969397;3;19;4;CABL951
10438;MS;3321000;211313;1;15;3;CABL951
10439;MT;3321000;222387;2;17;1;MEL789
10440;TO;7112000;640439;0;13;1;CABL951
10441;MG;4673700;111327;4;9;3;FOO456
10442;TO;3329599;427806;0;9;2;FOO456
10443;RR;2821601;610287;4;16;3;XPTO123
10444;GO;4322301;791256;0;6;3;XPTO123
10445;PR;2821601;114990;1;11;4;CABL951
10446;PI;7112000;736162;3;21;1;XPTO123
10447;RJ;4669999;491758;0;12;4;MEL789
10448;ES;3329599;608174;0;8;2;JJF753
10449;RJ;2821601;833765;0;16;3;JJF753
10450;MA;3511500;832753;0;4;3;FOO456
10451;RJ;4321500;873806;2;15;2;XPTO123
10452;ES;4669901;37026;0;7;4;XPTO123
10453;SE;4221903;68977;0;12;1;JJF753
10454;CE;2821602;615055;0;4;3;CABL951
10455;DF;4673700;832242;0;13;3;FOO456
10456;AL;3511501;443567;0;14;3;MEL789
10457;AC;4321500;26762;0;7;4;JJF753
10458;CE;4322302;766011;3;10;1;JJF753
10459;PR;4321500;898806;2;14;4;MEL789
10460;MS;3511500;645477;0;14;4;CABL951
10461;DF;4321500;827012;4;14;4;CABL951
10462;RJ;4673700;315007;0;16;4;CABL951
10463;SE;4221903;937341;3;5;2;JJF753
10464;SE;2821601;890112;2;3;1;CABL951
10465;CE;4321500;912873;0;6;3;FOO456
10466;PA;4669999;480540;0;1;3;MEL789
10467;AL;3511501;969300;1;14;2;JJF753
10468;ES;4322302;54450;0;12;4;MEL789
10469;RN;4669901;400571;0;1;1;JJF753
10470;AC;3511501;64399;0;13;3;JJF753
10471;RS;4754703;555904;0;21;2;JJF753
10472;AP;4673700;466904;0;14;3;CABL951
10473;RR;4669901;55376;2;17;3;XPTO123
10474;AP;7112000;404328;0;17;4;CABL951
10475;GO;3511501;116690;0;4;1;XPTO123
10476;ES;3511502;714289;0;18;4;FOO456
10477;AM;2731700;132332;0;7;2;MEL789
10478;MA;4322301;762372;0;5;1;XPTO123
10479;RJ;4321500;739266;0;4;4;CABL951
10480;RR;4322302;698226;0;15;4;CABL951
10481;GO;3511501;620567;0;19;1;XPTO123
10482;PB;3511501;137203;0;1;1;MEL789
10483;SE;3321000;902331;2;3;4;MEL789
10484;RS;2731700;980553;2;11;3;MEL789
10485;AM;4322302;387987;0;18;4;FOO456
10486;SC;3329599;952009;0;4;2;FOO456
10487;MT;4322303;624603;0;3;1;MEL789
10488;SC;4321500;439572;0;20;2;MEL789
10489;RR;3321000;334721;0;8;3;CABL951
10490;MA;4322303;356850;0;2;2;MEL789
10491;PR;3511500;830706;3;13;3;CABL951
10492;AM;4754703;939177;2;6;1;JJF753
10493;MT;4669999;461677;0;15;4;XPTO123
10494;AM;4221903;439518;0;10;3;XPTO123
10495;ES;4221902;314188;0;6;1;XPTO123
10496;MS;4673700;173584;0;16;3;FOO456
10497;SE;2731700;133526;0;5;4;JJF753
10498;AL;4673700;636819;4;14;2;MEL789
10499;AC;4321500;158866;0;9;1;MEL789
10500;MG;4221903;882201;1;4;4;CABL951
10501;GO;4221902;711676;2;6;2;MEL789
10502;GO;4669999;12693;0;11;2;MEL789
10503;MT;4321500;611302;1;5;3;XPTO123
10504;AP;3313901;165217;0;5;4;FOO456
10505;TO;4322301;123428;2;19;2;XPTO123
10506;PB;4754703;143669;0;11;4;MEL789
10507;PB;3511500;515790;0;4;1;FOO456
10508;AM;7112000;915152;0;2;3;CABL951
10509;DF;2731700;344235;1;9;2;JJF753
10510;MT;3511500;135093;0;17;2;XPTO123
10511;PR;4221903;415584;1;20;3;XPTO123
